	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	H3_1	H3_2	H3_3	H3_4	H3_5	H3_6	BS1	BS2	BS3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Burkholderia-Caballeronia-Paraburkholderia;s__unclassified_Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Caenimonas;s__unclassified_Caenimonas	0	6	0	0	0	0	0	7	1	0	1	0	2	0	0	0	0	0	0	0	3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Comamonas;s__Comamonas_odontotermitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Comamonas;s__Comamonas_testosteroni	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus_respiraculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Cupriavidus;s__Ralstonia_pickettii	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Cupriavidus;s__unclassified_Cupriavidus	139	39	46	251	150	389	21	105	252	22	0	4	85	6	48	24	54	22	103	452	204
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Duganella;s__unclassified_Duganella	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga_intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Hydrogenophaga;s__unclassified_Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ideonella;s__unclassified_Ideonella	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Lautropia;s__uncultured_beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Massilia;s__Duganella_sp.	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Massilia;s__unclassified_Massilia	0	14	15	7	0	17	16	9	22	15	0	0	10	11	11	25	17	8	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Methylibium;s__unclassified_Methylibium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Noviherbaspirillum;s__unclassified_Noviherbaspirillum	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Noviherbaspirillum;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Pelomonas;s__unclassified_Pelomonas	64	12	14	16	28	56	3	9	21	10	16	23	5	25	19	22	33	18	14	19	12
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Piscinibacter;s__unclassified_Piscinibacter	0	0	0	0	0	0	7	0	15	0	0	0	0	0	35	24	0	0	0	0	12
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Piscinibacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Polaromonas;s__unclassified_Polaromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ralstonia;s__unclassified_Ralstonia	47	11	18	10	15	70	5	9	24	18	20	17	6	16	9	14	30	15	10	19	13
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter_sp.	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ramlibacter;s__unclassified_Ramlibacter	16	23	15	15	24	24	32	24	35	23	16	26	6	8	17	17	29	19	8	17	53
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ramlibacter;s__uncultured_soil	0	0	7	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ramlibacter;s__Variovorax_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rhizobacter;s__unclassified_Rhizobacter	18	27	46	9	0	38	8	27	27	25	0	22	16	2	7	31	14	35	9	45	24
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rhodoferax;s__unclassified_Rhodoferax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rubrivivax;s__unclassified_Rubrivivax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__unclassified_Burkholderiaceae;s__unclassified_Burkholderiaceae	63	50	19	76	42	38	86	57	53	41	37	42	26	56	18	19	53	59	41	32	94
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__uncultured;s__unclassified_uncultured	35	24	22	23	29	31	62	28	33	24	22	28	18	12	39	15	3	28	33	43	50
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__uncultured;s__uncultured_Leptothrix	8	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Variovorax;s__unclassified_Variovorax	39	39	31	48	56	23	68	65	89	65	41	38	52	35	44	68	32	51	84	0	30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Xylophilus;s__unclassified_Xylophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__Hydrogenophilus;s__Hydrogenophilus_halorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__Hydrogenophilus;s__unclassified_Hydrogenophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__uncultured;s__unclassified_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__unclassified_Methylotenera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__MM2;s__unclassified_MM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__MM2;s__uncultured_bacterium	0	0	0	6	0	0	0	0	10	0	0	0	4	0	0	0	7	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__unclassified_Methylophilaceae;s__unclassified_Methylophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__Ellin6067;s__metagenome	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__Ellin6067;s__unclassified_Ellin6067	65	68	48	37	61	85	100	54	56	74	55	88	64	18	75	87	54	63	44	91	173
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__Ellin6067;s__uncultured_bacterium	24	6	25	5	13	11	15	15	12	25	15	17	9	11	9	14	7	10	23	17	6
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__Ellin6067;s__uncultured_beta	3	6	1	7	2	2	0	1	4	3	0	3	1	8	2	7	5	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__Ellin6067;s__uncultured_delta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__Ellin6067;s__uncultured_soil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__IS-44;s__unclassified_IS-44	3	0	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__IS-44;s__uncultured_bacterium	0	10	16	12	4	0	10	0	7	6	10	5	0	5	0	19	12	0	7	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__IS-44;s__uncultured_Rhodocyclaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__IS-44;s__uncultured_soil	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__mle1-7;s__unclassified_mle1-7	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__mle1-7;s__uncultured_bacterium	20	0	6	8	5	13	4	2	21	12	0	16	8	0	6	0	7	8	4	9	17
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__mle1-7;s__uncultured_beta	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__mle1-7;s__uncultured_soil	13	0	6	0	0	0	8	0	9	10	0	0	7	0	0	6	9	6	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__MND1;s__metagenome	1	2	4	0	0	0	7	0	0	16	1	0	0	0	0	5	6	0	0	0	7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__MND1;s__unclassified_MND1	207	215	213	292	99	139	240	192	195	233	329	290	271	138	266	283	284	185	181	182	132
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__MND1;s__uncultured_bacterium	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__MND1;s__uncultured_Burkholderiaceae	13	0	0	0	16	4	0	0	0	0	0	1	0	45	8	0	0	17	0	9	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__MND1;s__uncultured_Burkholderiales	20	8	0	0	4	2	3	25	4	5	25	25	10	0	19	4	2	2	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__MND1;s__uncultured_Rhodocyclaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__Nitrosospira;s__unclassified_Nitrosospira	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__oc32;s__uncultured_bacterium	8	0	8	13	5	0	0	0	0	0	8	3	9	0	0	0	15	2	0	0	4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__uncultured;s__metagenome	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__Azoarcus;s__unclassified_Azoarcus	0	0	11	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__Azospira;s__uncultured_bacterium	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__Georgfuchsia;s__unclassified_Georgfuchsia	0	5	0	0	5	0	0	1	0	0	0	1	3	0	0	9	0	0	0	5	5
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__Uliginosibacterium;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__unclassified_Rhodocyclaceae;s__unclassified_Rhodocyclaceae	0	0	0	2	2	0	2	0	0	0	0	1	2	0	4	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__uncultured;s__unclassified_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__uncultured;s__uncultured_organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SC-I-84;g__SC-I-84;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SC-I-84;g__SC-I-84;s__unclassified_SC-I-84	15	13	19	18	36	36	20	15	20	13	6	20	21	4	20	23	8	29	16	26	43
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SC-I-84;g__SC-I-84;s__uncultured_bacterium	21	12	14	18	18	15	2	10	26	13	12	21	17	13	15	19	21	7	14	30	14
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SC-I-84;g__SC-I-84;s__uncultured_beta	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SC-I-84;g__SC-I-84;s__uncultured_Burkholderiales	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SC-I-84;g__SC-I-84;s__uncultured_Nitrosomonadaceae	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__T34;g__T34;s__uncultured_Burkholderiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA3-20;g__TRA3-20;s__metagenome	18	19	20	9	7	27	0	0	0	0	19	23	15	18	1	24	0	17	13	11	18
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA3-20;g__TRA3-20;s__unclassified_TRA3-20	108	108	119	108	85	102	95	91	131	110	108	131	90	76	97	117	175	110	115	95	109
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA3-20;g__TRA3-20;s__uncultured_bacterium	0	11	2	10	0	0	5	3	0	0	0	3	13	6	4	0	15	1	10	3	1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA3-20;g__TRA3-20;s__uncultured_beta	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA3-20;g__TRA3-20;s__uncultured_gamma	19	17	0	17	17	15	22	25	13	14	16	10	22	0	0	17	17	0	0	23	19
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA3-20;g__TRA3-20;s__uncultured_Nitrosomonadaceae	4	0	11	0	0	0	8	0	0	0	0	0	0	6	21	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA3-20;g__TRA3-20;s__uncultured_Nitrosomonadales	10	0	0	0	0	7	0	0	0	12	0	22	0	0	0	0	0	0	0	0	14
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA3-20;g__TRA3-20;s__uncultured_soil	0	3	0	1	0	0	2	1	2	2	0	0	0	1	3	2	0	0	0	0	1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__unclassified_Betaproteobacteriales;g__unclassified_Betaproteobacteriales;s__unclassified_Betaproteobacteriales	3	0	2	3	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCD24;f__CCD24;g__CCD24;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCD24;f__CCD24;g__CCD24;s__unclassified_CCD24	49	28	56	24	33	11	42	32	45	45	58	54	21	86	33	19	33	62	30	23	16
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCD24;f__CCD24;g__CCD24;s__uncultured_bacterium	3	0	2	0	7	9	10	1	0	0	12	0	3	18	0	0	0	1	4	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Cellvibrio;s__unclassified_Cellvibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__BD1-7_clade;s__unclassified_BD1-7_clade	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella;s__agricultural_soil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella;s__unclassified_Aquicella	0	0	0	0	7	0	0	10	0	14	0	0	4	26	0	4	0	0	0	16	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella;s__uncultured_Aquicella	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella;s__uncultured_bacterium	11	6	2	7	12	0	10	6	7	0	0	16	10	6	0	0	0	12	0	5	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella;s__uncultured_Coxiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella;s__uncultured_gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Diplorickettsia;s__unclassified_Diplorickettsia	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Rickettsiella;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured;s__metagenome	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured;s__unclassified_uncultured	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	16	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured;s__uncultured_bacterium	0	0	0	0	0	0	10	0	6	0	0	0	0	20	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured;s__uncultured_Coxiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured;s__unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__unclassified_Enterobacter	0	10	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__unclassified_Escherichia-Shigella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__unclassified_Pantoea	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__unclassified_Enterobacteriaceae;s__unclassified_Enterobacteriaceae	2	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EV818SWSAP88;f__EV818SWSAP88;g__EV818SWSAP88;s__uncultured_bacterium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__Ga0077536;s__unclassified_Ga0077536	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__Ga0077536;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Acidibacter;s__unclassified_Acidibacter	34	6	40	20	50	23	22	45	26	53	37	34	17	35	45	34	32	16	20	10	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Acidibacter;s__uncultured_bacterium	0	0	0	0	0	0	0	7	11	0	0	0	4	5	3	10	0	0	0	0	10
