	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	H3_1	H3_2	H3_3	H3_4	H3_5	H3_6	BS1	BS2	BS3
ASV_2971	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV_2972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV_2973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV_2974	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_2976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV_2977	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV_2978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV_2979	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_2980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV_2981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
ASV_2982	0	0	0	0	0	0	0	4	2	0	0	3	0	0	0	0	0	4	0	0	0
ASV_2984	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2985	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0
ASV_2986	0	0	1	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ASV_2987	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2989	0	0	0	0	0	0	0	0	5	0	2	0	3	0	0	0	0	0	0	3	0
ASV_2992	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV_2993	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ASV_2994	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_2996	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	6	2	0	0	0	0
ASV_2997	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2998	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV_2999	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5
ASV_3000	0	0	0	0	0	0	0	0	0	0	11	3	0	0	6	0	0	0	0	0	0
ASV_3001	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV_3002	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_3003	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3005	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_3006	0	0	0	0	2	0	2	0	0	3	1	0	1	0	1	1	0	0	1	0	1
ASV_3007	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_3009	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3010	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3011	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0
ASV_3013	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0
ASV_3014	0	0	2	0	0	0	0	2	1	0	0	0	7	0	0	0	0	0	0	0	0
ASV_3015	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3016	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3017	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_3018	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3019	0	2	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3020	0	0	2	1	0	0	0	0	3	0	0	0	2	0	2	0	0	6	2	0	0
ASV_3022	3	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_3023	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3024	3	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3025	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_3026	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3027	0	4	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3028	0	1	0	0	0	0	0	3	3	0	6	0	0	0	0	7	0	2	0	0	0
ASV_3029	0	2	0	0	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0
ASV_3030	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3031	0	0	5	0	0	0	0	8	0	0	0	0	5	0	0	6	0	0	0	0	0
ASV_3032	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV_3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV_3034	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV_3035	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0
ASV_3036	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0
ASV_3039	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_3040	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	6
ASV_3042	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV_3043	0	0	0	0	6	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3044	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_3045	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3046	0	0	0	0	0	0	0	0	1	0	11	0	0	5	0	0	0	0	0	0	0
ASV_3047	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3048	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_3049	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV_3050	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	9	0
ASV_3051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0
ASV_3052	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
ASV_3054	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0
ASV_3056	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3057	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3058	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
ASV_3060	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	0
ASV_3061	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV_3065	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ASV_3066	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_3067	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3068	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV_3070	0	0	0	0	0	0	0	6	0	0	2	2	0	11	0	0	2	0	0	0	0
ASV_3071	2	0	0	2	2	0	0	1	2	1	0	0	0	0	0	1	2	0	0	0	2
ASV_3072	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3
ASV_3074	0	0	1	0	0	0	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0
ASV_3075	0	0	0	0	0	0	0	6	2	2	0	0	2	0	0	0	0	0	0	0	0
ASV_3077	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
ASV_3078	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3079	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3080	0	0	0	0	7	0	7	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV_3081	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV_3082	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3083	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_3084	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_3085	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3086	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3087	0	2	0	0	4	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0
ASV_3088	3	0	0	0	0	8	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_3089	3	0	0	3	0	0	0	0	0	2	6	5	4	0	0	0	0	2	0	0	0
ASV_3090	0	0	1	0	2	1	0	3	0	2	2	1	1	0	0	0	0	1	0	0	0
ASV_3091	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3092	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	3	2
ASV_3093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_3094	0	0	6	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_3095	0	0	0	0	0	0	2	5	0	5	0	1	0	0	1	0	0	0	2	0	0
ASV_3096	0	1	0	0	0	0	0	2	0	1	0	0	0	0	4	0	0	0	0	2	0
ASV_3097	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0
ASV_3098	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0	3	2
ASV_3099	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3100	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV_3103	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3104	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0
ASV_3105	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV_3106	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_3107	0	0	0	0	0	0	0	1	1	0	2	3	1	0	0	0	0	0	0	0	0
ASV_3108	0	0	0	0	2	0	0	0	0	0	1	2	1	0	3	0	0	4	1	1	0
ASV_3109	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0
ASV_3110	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ASV_3111	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV_3112	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV_3113	0	0	1	1	0	0	2	0	0	0	2	0	2	0	2	0	0	0	1	0	0
ASV_3114	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV_3115	0	3	0	0	0	4	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
ASV_3116	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_3117	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV_3118	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV_3119	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3120	0	1	0	2	0	2	1	0	0	0	0	10	0	0	0	0	0	0	2	0	0
ASV_3121	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_3122	0	0	18	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_3124	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_3125	0	0	0	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3126	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_3127	0	0	0	0	0	0	5	0	0	2	0	4	0	1	0	0	0	0	0	0	0
ASV_3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0
ASV_3129	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_3130	0	0	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3131	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_3132	0	0	0	0	0	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_3133	0	0	0	0	0	0	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0
ASV_3134	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0
ASV_3135	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
ASV_3136	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	9	0	0
ASV_3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV_3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	0	0	0	0
ASV_3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0
ASV_3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV_3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ASV_3144	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3145	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3151	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0
ASV_3152	1	0	2	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
ASV_3153	0	0	3	1	0	0	1	0	0	2	3	0	1	0	0	0	0	0	2	0	0
ASV_3154	0	3	0	3	6	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0
ASV_3155	1	0	0	0	4	0	0	1	0	1	0	0	1	0	1	0	7	0	0	0	0
ASV_3156	1	0	0	2	0	0	0	0	1	0	1	0	3	0	0	2	2	0	0	0	0
ASV_3157	0	0	0	8	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3158	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_3159	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0
ASV_3160	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0
ASV_3161	4	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_3162	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2
ASV_3163	0	0	0	0	0	0	0	4	0	4	0	0	0	8	0	0	0	0	0	0	0
ASV_3164	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_3165	0	0	0	1	0	7	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0
ASV_3166	0	0	0	2	0	0	0	5	0	2	0	6	0	0	0	0	0	0	2	0	0
ASV_3167	0	0	0	4	0	0	0	4	0	1	10	0	0	0	0	0	0	0	1	0	0
ASV_3168	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0
ASV_3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV_3170	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	2
ASV_3172	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_3173	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0
ASV_3174	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
ASV_3175	0	0	0	1	0	1	0	0	0	2	1	0	0	0	2	1	1	0	0	0	0
ASV_3176	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_3177	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0
ASV_3178	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3179	1	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3180	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0
ASV_3181	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0
ASV_3182	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3183	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_3184	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0
ASV_3185	1	0	0	0	0	0	1	1	4	0	0	2	0	0	1	0	0	0	4	0	0
ASV_3186	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	7	0	0
ASV_3187	0	0	1	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0
ASV_3189	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_3190	0	6	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_3191	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV_3192	0	1	1	1	0	0	3	0	0	0	0	4	1	0	0	0	0	1	0	4	3
ASV_3193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_3195	0	3	0	0	0	4	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1
ASV_3196	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0
ASV_3197	0	5	0	0	0	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_3198	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3199	0	7	1	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0
ASV_3200	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV_3201	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	6	0
ASV_3202	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_3203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_3204	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3205	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0
ASV_3207	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3208	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV_3210	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3211	0	0	0	0	0	0	12	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3212	0	0	0	0	1	6	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3213	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3214	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3215	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3216	0	0	0	0	0	0	0	4	0	3	8	0	0	0	0	0	0	0	0	0	0
ASV_3217	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0
ASV_3218	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0
ASV_3219	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	12	0	0	0
ASV_3220	0	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_3221	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV_3222	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
ASV_3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
ASV_3225	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	18	4	0	0	0	0
ASV_3227	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3228	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV_3230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
ASV_3233	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
ASV_3234	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_3237	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3238	0	0	0	7	0	8	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0
ASV_3239	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
ASV_3240	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0
ASV_3245	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0
ASV_3247	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3248	1	0	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	1	2	0
ASV_3250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_3251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV_3252	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3253	0	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	1	0	0	0	1
ASV_3254	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	10	0	0	0	0
ASV_3256	1	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
ASV_3257	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3258	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3259	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0
ASV_3260	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV_3261	2	0	6	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	2	0
ASV_3262	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3263	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	0	0
ASV_3264	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0
ASV_3266	1	2	2	1	0	3	1	1	0	1	0	0	1	0	1	0	0	2	0	0	0
ASV_3267	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0
ASV_3268	0	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_3269	5	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
ASV_3270	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3271	0	0	0	0	0	3	0	0	0	4	0	0	2	0	5	0	0	0	0	0	0
ASV_3272	9	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0
ASV_3273	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7
ASV_3274	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3275	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_3276	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11
ASV_3277	0	9	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV_3278	0	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_3279	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_3280	0	0	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3281	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3283	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_3284	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_3286	0	0	0	0	0	0	0	0	3	5	0	4	0	0	0	0	0	0	0	7	0
ASV_3287	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0
ASV_3289	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_3291	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	6
ASV_3292	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	6	0	0
ASV_3293	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3294	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3295	0	0	0	0	2	0	0	0	2	0	3	2	0	3	0	0	4	2	0	0	0
ASV_3296	0	0	0	0	11	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3297	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_3298	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV_3299	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
ASV_3300	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV_3301	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	4
ASV_3302	0	0	0	0	0	9	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_3303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
ASV_3304	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
