	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	H3_1	H3_2	H3_3	H3_4	H3_5	H3_6	BS1	BS2	BS3
ASV_11856	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11857	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11858	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_11860	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11861	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_11862	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11863	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11864	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11865	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11866	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11867	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11868	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11869	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_11870	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11871	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11872	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11873	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11874	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11875	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11876	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11877	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11878	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11879	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_11880	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11881	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASV_11882	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11883	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ASV_11893	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_11915	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11921	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_11925	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ASV_11927	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_11930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_11934	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV_11942	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11953	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_11966	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_11970	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_11973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_11975	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_11977	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_11981	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_11984	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11985	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11986	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11987	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_11988	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11989	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11990	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11991	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11992	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11993	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11994	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11995	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_11996	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11997	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11998	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11999	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_12001	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12002	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12003	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12004	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12005	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12006	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12007	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12008	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV_12009	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12010	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12011	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ASV_12012	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12013	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_12014	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12015	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12016	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12017	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12018	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12019	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12020	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12021	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12022	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12023	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12024	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_12025	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12026	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12027	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12028	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12029	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12030	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12031	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12032	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12033	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12034	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_12035	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12036	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_12037	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12038	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12039	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12040	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
ASV_12041	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_12042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_12043	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12044	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12045	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12046	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12047	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
ASV_12048	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ASV_12049	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12050	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12051	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12052	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12053	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12054	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12055	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12056	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12057	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12058	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12059	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12060	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12061	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
ASV_12062	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12063	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12064	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12065	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12066	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12067	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ASV_12068	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_12069	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_12070	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_12071	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_12072	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_12073	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_12074	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_12075	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_12076	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_12077	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0
ASV_12078	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_12079	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_12080	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_12081	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV_12082	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_12084	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_12085	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12086	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12087	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12088	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12089	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ASV_12090	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12091	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12092	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12093	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12094	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12095	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12096	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_12097	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12098	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12099	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12100	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12101	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_12102	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12103	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12104	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12105	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12106	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12107	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12108	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12109	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_12111	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12112	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12113	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12114	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12115	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_12116	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12117	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_12119	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12120	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12121	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12122	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12123	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12124	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ASV_12125	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12126	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_12127	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_12128	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_12129	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_12130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_12131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_12132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_12133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_12134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_12135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_12136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_12137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
ASV_12138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_12139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_12140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_12141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_12142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_12143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_12144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_12145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12146	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_12147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV_12149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_12151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_12152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV_12154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV_12155	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ASV_12157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_12158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV_12159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_12160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_12163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ASV_12164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_12165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12166	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_12167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_12168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_12170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_12171	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_12172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_12174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_12178	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV_12191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_12198	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV_12208	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_12215	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_12220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_12230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_12232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_12233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_12237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12238	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_12239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV_12243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_12244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV_12246	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_12247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_12248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_12249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_12250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV_12251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV_12252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV_12253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_12256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_12257	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0
ASV_12258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV_12259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV_12260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV_12261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV_12262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV_12263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
